#,Name,Red,Green,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Fire Red,Leaf Green,Emerald,Diamond,Pearl,Platinium,Heart Gold,Soul Silver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Let's Go Pikachu,Let's Go Eevee,Sword,Shield,Brillant Diamond,Shining Pearl,Pokémon Legends Arceus
667,Litleo,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,T,T,C,C,,,—,—,,,—
668,Pyroar,,,,,,,,,,,,,,,,,,,,,,E,E,T,T,T,T,C,C,,,—,—,,,—
669,Flabébé,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,T,T,C,C,,,—,—,,,—
670,Floette,,,,,,,,,,,,,,,,,,,,,,E,E,T,T,T,T,C,C,,,—,—,,,—
671,Florges,,,,,,,,,,,,,,,,,,,,,,E,E,T,T,T,T,E,E,,,—,—,,,—
672,Skiddo,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,T,T,T,T,,,—,—,,,—
673,Gogoat,,,,,,,,,,,,,,,,,,,,,,E,E,T,T,T,T,T,T,,,—,—,,,—
674,Pancham,,,,,,,,,,,,,,,,,,,,,,C,C,Ev,Ev,C,C,C,C,,,C,C,,,—
675,Pangoro,,,,,,,,,,,,,,,,,,,,,,E,E,EvE,EvE,C,C,C,C,,,C,C,,,—
676,Furfrou,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,T,T,C,C,,,—,—,,,—
677,Espurr,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,T,T,T,T,,,C,C,,,—
678,Meowstic,,,,,,,,,,,,,,,,,,,,,,E,E,T,T,T,T,T,T,,,C,C,,,—
679,Honedge,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,S,S,S,S,,,C,C,,,—
680,Doublade,,,,,,,,,,,,,,,,,,,,,,E,E,T,T,E,E,E,E,,,C,C,,,—
681,Aegislash,,,,,,,,,,,,,,,,,,,,,,E,E,T,T,E,E,E,E,,,C,C,,,—
682,Spritzee,,,,,,,,,,,,,,,,,,,,,,FS,C,EvB,T,T,T,T,T,,,T,C,,,—
683,Aromatisse,,,,,,,,,,,,,,,,,,,,,,FSET,ET,Ev,T,T,T,T,T,,,T,D,,,—
684,Swirlix,,,,,,,,,,,,,,,,,,,,,,C,FS,T,T,T,T,T,T,,,C,T,,,—
685,Slurpuff,,,,,,,,,,,,,,,,,,,,,,ET,FSET,T,T,T,T,T,T,,,D,T,,,—
686,Inkay,,,,,,,,,,,,,,,,,,,,,,C,C,EvB,T,T,T,C,C,,,C,C,,,—
687,Malamar,,,,,,,,,,,,,,,,,,,,,,E,E,Ev,T,T,T,E,E,,,D,D,,,—
688,Binacle,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,T,T,B,B,,,C,C,,,—
689,Barbaracle,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,T,T,C,C,,,C,C,,,—
690,Skrelp,,,,,,,,,,,,,,,,,,,,,,T,C,C,T,T,T,T,B,,,T,CD,,,—
691,Dragalge,,,,,,,,,,,,,,,,,,,,,,T,C,E,T,T,T,T,C,,,T,CD,,,—
692,Clauncher,,,,,,,,,,,,,,,,,,,,,,C,T,T,C,T,T,B,T,,,CD,T,,,—
693,Clawitzer,,,,,,,,,,,,,,,,,,,,,,C,T,T,E,T,T,C,T,,,CD,T,,,—
694,Helioptile,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,T,T,B,B,,,C,C,,,—
695,Heliolisk,,,,,,,,,,,,,,,,,,,,,,E,E,T,T,T,T,C,C,,,D,D,,,—
696,Tyrunt,,,,,,,,,,,,,,,,,,,,,,R,R,Ev,Ev,T,T,R,R,,,CD,CD,,,—
697,Tyrantrum,,,,,,,,,,,,,,,,,,,,,,E,E,EvE,EvE,T,T,E,E,,,CD,CD,,,—
698,Amaura,,,,,,,,,,,,,,,,,,,,,,R,R,Ev,Ev,T,T,R,R,,,CD,CD,,,—
699,Aurorus,,,,,,,,,,,,,,,,,,,,,,E,E,EvE,EvE,T,T,E,E,,,CD,CD,,,—
700,Sylveon,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,E,E,E,E,,,C,C,,,C
701,Hawlucha,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,T,T,C,C,,,C,C,,,—
702,Dedenne,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,T,T,C,C,,,CD,CD,,,—
703,Carbink,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,C,C,C,C,,,CD,CD,,,—
704,Goomy,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,C,C,C,C,,,T,C,,,C
705,Sliggoo,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,C,C,C,C,,,T,C,,,—
705,Sliggoo (Hisuian),,,,,,,,,,,,,,,,,,,,,,—,—,—,—,—,—,—,—,,,—,—,,,C
706,Goodra,,,,,,,,,,,,,,,,,,,,,,E,E,T,T,E,E,E,E,,,T,D,,,—
706,Goodra (Hisuian),,,,,,,,,,,,,,,,,,,,,,—,—,—,—,—,—,—,—,,,—,—,,,C
707,Klefki,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,CD,CD,,,—
708,Phantump,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,C,C,,,—
709,Trevenant,,,,,,,,,,,,,,,,,,,,,,C,C,ET,ET,C,C,R,R,,,D,D,,,—
710,Pumpkaboo,,,,,,,,,,,,,,,,,,,,,,C,C,Ev,Ev,T,T,T,T,,,C,C,,,—
711,Gourgeist,,,,,,,,,,,,,,,,,,,,,,ET,ET,EvET,EvET,T,T,T,T,,,C,C,,,—
712,Bergmite,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,T,T,T,T,,,C,C,,,C
713,Avalugg,,,,,,,,,,,,,,,,,,,,,,E,E,T,T,T,T,T,T,,,C,C,,,—
713,Avalugg (Hisuian),,,,,,,,,,,,,,,,,,,,,,—,—,—,—,—,—,—,—,,,—,—,,,C
714,Noibat,,,,,,,,,,,,,,,,,,,,,,C,C,T,T,T,T,C,C,,,C,C,,,—
715,Noivern,,,,,,,,,,,,,,,,,,,,,,E,E,T,T,T,T,C,C,,,C,C,,,—
716,Xerneas,,,,,,,,,,,,,,,,,,,,,,C,Ev,Ev,Ev,T,Ev,C,Ev,,,DA,CCDA,,,—
717,Yveltal,,,,,,,,,,,,,,,,,,,,,,Ev,C,Ev,Ev,Ev,T,Ev,C,,,CCDA,DA,,,—
718,Zygarde,,,,,,,,,,,,,,,,,,,,,,C,C,Ev,Ev,R,R,C,C,,,DA,DA,,,—
719,Diancie,,,,,,,,,,,,,,,,,,,,,,Ev,Ev,Ev,Ev,T,T,T,T,,,T,T,,,—
720,Hoopa,,,,,,,,,,,,,,,,,,,,,,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,,,—,—,,,—
721,Volcanion,,,,,,,,,,,,,,,,,,,,,,Ev,Ev,Ev,Ev,T,T,T,T,,,T,T,,,—
722,Rowlet,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,R,R,,,RD,RD,,,C
723,Dartrix,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,,,ED,ED,,,C
724,Decidueye,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,,,ED,ED,,,—
724,Decidueye (Hisuian),,,,,,,,,,,,,,,,,,,,,,,,,,—,—,—,—,,,—,—,,,C
725,Litten,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,R,R,,,RD,RD,,,—
726,Torracat,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,,,ED,ED,,,—
727,Incineroar,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,,,ED,ED,,,—
728,Popplio,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,R,R,,,RD,RD,,,—
729,Brionne,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,,,ED,ED,,,—
730,Primarina,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,,,ED,ED,,,—
731,Pikipek,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,—,—,,,—
732,Trumbeak,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,—,—,,,—
733,Toucannon,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,C,C,,,—,—,,,—
734,Yungoos,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,—,—,,,—
735,Gumshoos,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,—,—,,,—
736,Grubbin,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
737,Charjabug,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
738,Vikavolt,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,C,C,,,C,C,,,—
739,Crabrawler,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,—,—,,,—
740,Crabominable,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,,,—,—,,,—
741,Oricorio,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,—,—,,,—
742,Cutiefly,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
743,Ribombee,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
744,Rockruff,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,CD,CD,,,—
745,Lycanroc,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,CD,CD,,,—
746,Wishiwashi,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
747,Mareanie,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
748,Toxapex,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,,,C,C,,,—
749,Mudbray,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
750,Mudsdale,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
751,Dewpider,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
752,Araquanid,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
753,Fomantis,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,CD,CD,,,—
754,Lurantis,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,,,CD,CD,,,—
755,Morelull,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
756,Shiinotic,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,C,C,,,C,C,,,—
757,Salandit,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
758,Salazzle,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,C,C,,,D,D,,,—
759,Stufful,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
760,Bewear,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
761,Bounsweet,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,B,B,,,C,C,,,—
762,Steenee,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,C,C,,,C,C,,,—
763,Tsareena,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,,,C,C,,,—
764,Comfey,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,CD,CD,,,—
765,Oranguru,,,,,,,,,,,,,,,,,,,,,,,,,,Ev,C,T,C,,,DA,C,,,—
766,Passimian,,,,,,,,,,,,,,,,,,,,,,,,,,C,Ev,C,T,,,C,DA,,,—
767,Wimpod,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
768,Golisopod,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,,,C,C,,,—
769,Sandygast,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,CD,CD,,,—
770,Palossand,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,,,CD,CD,,,—
771,Pyukumuku,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
772,Type: Null,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,R,R,,,R,R,,,—
773,Silvally,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,,,E,E,,,—
774,Minior,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,—,—,,,—
775,Komala,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,—,—,,,—
776,Turtonator,,,,,,,,,,,,,,,,,,,,,,,,,,C,Ev,C,T,,,C,T,,,—
777,Togedemaru,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
778,Mimikyu,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
779,Bruxish,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,—,—,,,—
780,Drampa,,,,,,,,,,,,,,,,,,,,,,,,,,Ev,C,T,C,,,T,C,,,—
781,Dhelmise,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,C,,,—
782,Jangmo-o,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,EV,,,—
783,Hakamo-o,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,EVE,,,—
784,Kommo-o,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,C,EVE,,,—
785,Tapu Koko,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,DA,DA,,,—
786,Tapu Lele,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,DA,DA,,,—
787,Tapu Bulu,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,DA,DA,,,—
788,Tapu Fini,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,DA,DA,,,—
789,Cosmog,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,R,R,,,RD,RD,,,—
790,Cosmoem,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,E,E,,,ED,ED,,,—
791,Solgaleo,,,,,,,,,,,,,,,,,,,,,,,,,,C,T,C,T,,,DA,CCDA,,,—
792,Lunala,,,,,,,,,,,,,,,,,,,,,,,,,,T,C,T,C,,,CCDA,DA,,,—
793,Nihilego,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,DA,DA,,,—
794,Buzzwole,,,,,,,,,,,,,,,,,,,,,,,,,,C,T,C,T,,,DA,DA,,,—
795,Pheromosa,,,,,,,,,,,,,,,,,,,,,,,,,,T,C,T,C,,,DA,DA,,,—
796,Xurkitree,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,DA,DA,,,—
797,Celesteela,,,,,,,,,,,,,,,,,,,,,,,,,,T,C,T,C,,,DA,DA,,,—
798,Kartana,,,,,,,,,,,,,,,,,,,,,,,,,,C,T,C,T,,,DA,DA,,,—
799,Guzzlord,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,DA,DA,,,—
800,Necrozma,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,,DA,DA,,,—
801,Magearna,,,,,,,,,,,,,,,,,,,,,,,,,,EV,EV,EV,EV,,,T,T,,,—
802,Marshadow,,,,,,,,,,,,,,,,,,,,,,,,,,Ev,Ev,Ev,Ev,,,T,T,,,—
803,Poipole,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,R,R,,,RD,RD,,,—
804,Naganadel,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,E,E,,,ED,ED,,,—
805,Stakataka,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,T,C,,,DA,DA,,,—
806,Blacephalon,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,C,T,,,DA,DA,,,—
807,Zeraora,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,Ev,Ev,,,Ev,Ev,,,—
808,Meltan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,T,T,T,,,
809,Melmetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,T,T,T,,,
810,Grookey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,—
811,Thwackey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,,,—
812,Rillaboom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,,,—
813,Scorbunny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,—
814,Raboot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,,,—
815,Cinderace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,,,—
816,Sobble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,—
817,Drizzile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,,,—
818,Inteleon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,E,,,—
819,Skwovet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
820,Greedent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
821,Rookidee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
822,Corvisquire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
823,Corviknight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
824,Blipbug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
825,Dottler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
826,Orbeetle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
827,Nickit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
828,Thievul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
829,Gossifleur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
830,Eldegoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
831,Wooloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
832,Dubwool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
833,Chewtle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
834,Drednaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
835,Yamper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
836,Boltund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
837,Rolycoly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
838,Carkol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
839,Coalossal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
840,Applin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
841,Flapple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,T,,,—
842,Appletun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,D,,,—
843,Silicobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
844,Sandaconda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
845,Cramorant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
846,Arrokuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
847,Barraskewda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
848,Toxel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
849,Toxtricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,,—
850,Sizzlipede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
851,Centiskorch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,,—
852,Clobbopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
853,Grapploct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
854,Sinistea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
855,Polteageist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,,—
856,Hatenna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
857,Hattrem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
858,Hatterene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
859,Impidimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
860,Morgrem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
861,Grimmsnarl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
862,Obstagoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
863,Perrserker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
864,Cursola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,D,,,—
865,Sirfetch'd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,T,,,—
866,Mr. Rime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,,—
867,Runerigus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,,—
868,Milcery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
869,Alcremie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,,—
870,Falinks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
871,Pincurchin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
872,Snom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
873,Frosmoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,,—
874,Stonjourner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,T,,,—
875,Eiscue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,C,,,—
876,Indeedee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
877,Morpeko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
878,Cufant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
879,Copperajah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
880,Dracozolt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,—
881,Arctozolt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,—
882,Dracovish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,—
883,Arctovish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,—
884,Duraludon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
885,Dreepy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
886,Drakloak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
887,Dragapult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,,—
888,Zacian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,T,,,—
889,Zamazenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,C,,,—
890,Eternatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,—
891,Kubfu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD,RD,,,—
892,Urshifu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ED,ED,,,—
893,Zarude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ev,Ev,,,—
894,Regieleki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD,CD,,,—
895,Regidrago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD,CD,,,—
896,Glastrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD,CD,,,—
897,Spectrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD,CD,,,—
898,Calyrex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD,CD,,,—
899,Wyrdeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,,,C
900,Kleavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,,,C
901,Ursaluna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,,,C
902,Basculegion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,,,C
903,Sneasler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,,,C
904,Overqwil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,,,C
905,Enamorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,,,C
