Bankable,Breeedable Form,Origin,Games First Appears On,Form variant,Regional form,Special form,Family,Family order,Evolution,Pokémon,Pokémon Fr,Dex,Sprites,Shiny Sprites,Icon,Bulbapedia Name,Bankable-ish,Slug,Type 1,Type 1 ico,Type 2,Type 2 ico,Steps,Egg Group,Egg Group 2,Male,Female,Ability 1,Ability 2,Hidden Ability,Abilities,All Moves,Move Type,Natures,Increases,Decreases
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Zubat,5,22,Alpha Golbat,Baron Nosferalto,42,,,golbat,Golbat,,golbat-alpha,Poison,,Flying,,"3,840",Flying,,50.00%,50.00%,Inner Focus,,Infiltrator,Huge Power,Bug Buzz,Bug,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Zubat,6,22,Golbat ♀,Nosferalto ♀,42,,,golbat,Golbat,,golbat-f,Poison,,Flying,,"3,840",Flying,,50.00%,50.00%,Inner Focus,,Infiltrator,Hunger Switch,Bulk Up,Fighting,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Zubat,7,22,Alpha Golbat ♀,Baron Nosferalto ♀,42,,,golbat,Golbat,,golbat-alpha-f,Poison,,Flying,,"3,840",Flying,,50.00%,50.00%,Inner Focus,,Infiltrator,Hunger Switch,Bulk Up,Fighting,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Oddish,0,,Oddish,Mystherbe,43,,,oddish,Oddish,,oddish,Grass,,Poison,,"5,120",Grass,,50.00%,50.00%,Chlorophyll,,Run Away,Hustle,Bulldoze,Ground,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Oddish,1,21,Gloom,Ortide,44,,,gloom,Gloom,,gloom,Grass,,Poison,,"5,120",Grass,,50.00%,50.00%,Chlorophyll,,Stench,Hydration,Bullet Punch,Steel,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Oddish,2,21,Gloom ♀,Ortide ♀,44,,,gloom,Gloom,,gloom-f,Grass,,Poison,,"5,120",Grass,,50.00%,50.00%,Chlorophyll,,Stench,Hyper Cutter,Bullet Seed,Grass,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Oddish,3,Leaf Stone,Vileplume,Rafflesia,45,,,vileplume,Vileplume,,vileplume,Grass,,Poison,,"5,120",Grass,,50.00%,50.00%,Chlorophyll,,Effect Spore,Ice Body,Burn Up,Fire,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Oddish,4,Leaf Stone,Vileplume ♀,Rafflesia ♀,45,,,vileplume,Vileplume,,vileplume-f,Grass,,Poison,,"5,120",Grass,,50.00%,50.00%,Chlorophyll,,Effect Spore,Ice Face,Calm Mind,Pyschic,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Paras,0,,Paras,Paras,46,,,paras,Paras,,paras,Bug,,Grass,,"5,120",Bug,Grass,50.00%,50.00%,Effect Spore,Dry Skin,Damp,Ice Scales,Camouflage,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Paras,1,,Alpha Paras,Baron Paras,46,,,paras,Paras,,paras-alpha,Bug,,Grass,,"5,120",Bug,Grass,50.00%,50.00%,Effect Spore,Dry Skin,Damp,Ice Scales,Camouflage,Normal,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Paras,2,24,Parasect,Parasect,47,,,parasect,Parasect,,parasect,Bug,,Grass,,"5,120",Bug,Grass,50.00%,50.00%,Effect Spore,Dry Skin,Damp,Illuminate,Captivate,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Paras,3,24,Alpha Parasect,Baron Parasect,47,,,parasect,Parasect,,parasect-alpha,Bug,,Grass,,"5,120",Bug,Grass,50.00%,50.00%,Effect Spore,Dry Skin,Damp,Illuminate,Captivate,Normal,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Venonat,0,,Venonat,Mimitoss,48,,,venonat,Venonat,,venonat,Bug,,Poison,,"5,120",Bug,,50.00%,50.00%,Compound Eyes,Tinted Lens,Run Away,Illusion,Catastropika,Electric,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Venonat,1,31,Venomoth,Aéromite,49,,,venomoth,Venomoth,,venomoth,Bug,,Poison,,"5,120",Bug,,50.00%,50.00%,Shield Dust,Tinted Lens,Wonder Skin,Immunity,Celebrate,Normal,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Diglett,0,,Diglett,Taupiqueur,50,,,diglett,Diglett,,diglett,Ground,,,,"5,120",Field,,50.00%,50.00%,Sand Veil,Arena Trap,Sand Force,Imposter,Charge,Electric,,,
Yes,Yes,7,"Sun, Moon",,Alolan,,Diglett,1,,Diglett-Alola,Taupiqueur d'Alola,50,,,diglett-alola,"Diglett
(Alolan)",,diglett-alola,Ground,,Steel,,"5,120",Field,,50.00%,50.00%,Sand Veil,Tangling Hair,Sand Force,Infiltrator,Charge Beam,Electric,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Diglett,2,26,Dugtrio,Triopikeur,51,,,dugtrio,Dugtrio,,dugtrio,Ground,,,,"5,120",Field,,50.00%,50.00%,Sand Veil,Arena Trap,Sand Force,Innards Out,Charm,Fairy,,,
Yes,Yes,7,"Sun, Moon",,Alolan,,Diglett,3,26,Dugtrio-Alola,Triopikeur d'Alola,51,,,dugtrio-alola,"Dugtrio
(Alolan)",,dugtrio-alola,Ground,,Steel,,"5,120",Field,,50.00%,50.00%,Sand Veil,Tangling Hair,Sand Force,Inner Focus,Chatter,Flying,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Meowth,0,,Meowth,Miaouss,52,,,meowth,Meowth,,meowth,Normal,,,,"5,120",Field,,50.00%,50.00%,Pickup,Technician,Unnerve,Insomnia,Chip Away,Normal,,,
Yes,Yes,7,"Sun, Moon",,Alolan,,Meowth,1,,Meowth-Alola,Miaouss d'Alola,52,,,meowth-alola,"Meowth
(Alolan)",,meowth-alola,Dark,,,,"5,120",Field,,50.00%,50.00%,Pickup,Technician,Rattled,Intimidate,Circle Throw,Fighting,,,
Yes,Yes,8,"Sword, Shield",,Galarian,,Meowth,2,,Meowth-Galar,Miaouss de Galar,52,,,meowth-galar,"Meowth
(Galarian)",,meowth-galar,Steel,,,,"5,120",Field,,50.00%,50.00%,Pickup,Tough Claws,Unnerve,Intrepid Sword,Clamp,Water,,,
Yes,No,8,"Sword, Shield",,,Gigantamax,Meowth,3,,Gigantamax Meowth,Gigamax Miaouss,52,,,meowth-gmax,Meowth,,meowth-gmax,Normal,,,,"5,120",Field,,50.00%,50.00%,Pickup,Technician,Unnerve,Iron Barbs,Clanging Scales,Dragon,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Meowth,4,28,Persian,Persian,53,,,persian,Persian,,persian,Normal,,,,"5,120",Field,,50.00%,50.00%,Limber,Technician,Unnerve,Iron Fist,Clangorous Soul,Dragon,,,
Yes,Yes,7,"Sun, Moon",,Alolan,,Meowth,5,2 (Happiness),Persian-Alola,Persian d'Alola,53,,,persian-alola,"Persian
(Alolan)",,persian-alola,Dark,,,,"5,120",Field,,50.00%,50.00%,Fur Coat,Technician,Rattled,Justified,Clangorous Soulblaze,Dragon,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Psyduck,0,,Psyduck,Psykokwak,54,,,psyduck,Psyduck,,psyduck,Water,,,,"5,120",Water 1,Field,50.00%,50.00%,Damp,Cloud Nine,Swift Swim,Keen Eye,Clear Smog,Poison,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Psyduck,1,,Alpha Psyduck,Baron Psykokwak,54,,,psyduck,Psyduck,,psyduck-alpha,Water,,,,"5,120",Water 1,Field,50.00%,50.00%,Damp,Cloud Nine,Swift Swim,Keen Eye,Clear Smog,Poison,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Psyduck,2,33,Golduck,Akwakwak,55,,,golduck,Golduck,,golduck,Water,,,,"5,120",Water 1,Field,50.00%,50.00%,Damp,Cloud Nine,Swift Swim,Klutz,Close Combat,Fighting,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Psyduck,3,33,Alpha Golduck,Baron Akwakwak,55,,,golduck,Golduck,,golduck-alpha,Water,,,,"5,120",Water 1,Field,50.00%,50.00%,Damp,Cloud Nine,Swift Swim,Klutz,Close Combat,Fighting,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Mankey,0,,Mankey,Férosinge,56,,,mankey,Mankey,,mankey,Fighting,,,,"5,120",Field,,50.00%,50.00%,Vital Spirit,Anger Point,Defiant,Leaf Guard,Coil,Poison,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Mankey,1,28,Primeape,Colossinge,57,,,primeape,Primeape,,primeape,Fighting,,,,"5,120",Field,,50.00%,50.00%,Vital Spirit,Anger Point,Defiant,Levitate,Comet Punch,Normal,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Growlithe,0,,Growlithe,Caninos,58,,,growlithe,Growlithe,,growlithe,Fire,,,,"5,120",Field,,75.00%,25.00%,Intimidate,Flash Fire,Justified,Libero,Confide,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,Hisuian,,Growlithe,1,,Growlithe-Hisui,Caninos de Hisui,58,,,growlithe-hisui,Growlithe (Hisuian),,growlithe-hisui,Fire,,Rock,,,,,,,,,,,,,,,
Yes,Yes,8,Pokémon Legends Arceus,,Hisuian,Alpha,Growlithe,2,,Alpha Growlithe-Hisui,Baron Caninos de Hisui,58,,,growlithe-hisui,Growlithe (Hisuian),,growlithe-hisui-alpha,Fire,,Rock,,,,,,,,,,,,,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Growlithe,3,Fire Stone,Arcanine,Arcanin,59,,,arcanine,Arcanine,,arcanine,Fire,,,,"5,120",Field,,75.00%,25.00%,Intimidate,Flash Fire,Justified,Light Metal,Confuse Ray,Ghost,,,
Yes,Yes,8,"Sword, Shield",,Hisuian,,Growlithe,4,Fire Stone-Hisui,Arcanine-Hisui,Arcanin de Hisui,59,,,arcanine-hisui,Arcanine (Hisuian),,arcanine-hisui,Fire,,Rock,,,,,,,,,,,,,,,
Yes,Yes,8,Pokémon Legends Arceus,,Hisuian,Alpha,Growlithe,5,Fire Stone-Hisui,Alpha Arcanine-Hisui,Baron Arcanin de Hisui,59,,,arcanine-hisui,Arcanine (Hisuian),,arcanine-hisui-alpha,Fire,,Rock,,,,,,,,,,,,,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Poliwag,0,,Poliwag,Ptitard,60,,,poliwag,Poliwag,,poliwag,Water,,,,"5,120",Water 1,,50.00%,50.00%,Water Absorb,Damp,Swift Swim,Lightning Rod,Confusion,Pyschic,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Poliwag,1,25,Poliwhirl,Têtarte,61,,,poliwhirl,Poliwhirl,,poliwhirl,Water,,,,"5,120",Water 1,,50.00%,50.00%,Water Absorb,Damp,Swift Swim,Limber,Constrict,Normal,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Poliwag,2,Water Stone,Poliwrath,Tartard,62,,,poliwrath,Poliwrath,,poliwrath,Water,,Fighting,,"5,120",Water 1,,50.00%,50.00%,Water Absorb,Damp,Swift Swim,Liquid Ooze,Continental Crush,Rock,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Abra,0,,Abra,Abra,63,,,abra,Abra,,abra,Pyschic,,,,"5,120",Human-Like,,75.00%,25.00%,Synchronize,Inner Focus,Magic Guard,Liquid Voice,Conversion,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Abra,1,,Alpha Abra,Baron Abra,63,,,abra,Abra,,abra-alpha,Pyschic,,,,"5,120",Human-Like,,75.00%,25.00%,Synchronize,Inner Focus,Magic Guard,Liquid Voice,Conversion,Normal,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Abra,2,16,Kadabra,Kadabra,64,,,kadabra,Kadabra,,kadabra,Pyschic,,,,"5,120",Human-Like,,75.00%,25.00%,Synchronize,Inner Focus,Magic Guard,Long Reach,Conversion 2,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Abra,3,16,Alpha Kadabra,Baron Kadabra,64,,,kadabra,Kadabra,,kadabra-alpha,Pyschic,,,,"5,120",Human-Like,,75.00%,25.00%,Synchronize,Inner Focus,Magic Guard,Long Reach,Conversion 2,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Abra,4,16,Kadabra ♀,Kadabra ♀,64,,,kadabra,Kadabra,,kadabra-f,Pyschic,,,,"5,120",Human-Like,,75.00%,25.00%,Synchronize,Inner Focus,Magic Guard,Magic Bounce,Copycat,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Abra,5,16,Alpha Kadabra ♀,Baron Kadabra ♀,64,,,kadabra,Kadabra,,kadabra-alpha-f,Pyschic,,,,"5,120",Human-Like,,75.00%,25.00%,Synchronize,Inner Focus,Magic Guard,Magic Bounce,Copycat,Normal,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Abra,6,Trade,Alakazam,Alakazam,65,,,alakazam,Alakazam,,alakazam,Pyschic,,,,"5,120",Human-Like,,75.00%,25.00%,Synchronize,Inner Focus,Magic Guard,Magic Guard,Core Enforcer,Dragon,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Abra,7,Trade,Alpha Alakazam,Baron Alakazam,65,,,alakazam,Alakazam,,alakazam-alpha,Pyschic,,,,"5,120",Human-Like,,75.00%,25.00%,Synchronize,Inner Focus,Magic Guard,Magic Guard,Core Enforcer,Dragon,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Abra,8,Trade,Alakazam ♀,Alakazam ♀,65,,,alakazam,Alakazam,,alakazam-f,Pyschic,,,,"5,120",Human-Like,,75.00%,25.00%,Synchronize,Inner Focus,Magic Guard,Magician,Corkscrew Crash,Steel,,,
Yes,Yes,8,Pokémon Legends Arceus,Gender,,Alpha,Abra,9,Trade,Alpha Alakazam ♀,Baron Alakazam ♀,65,,,alakazam,Alakazam,,alakazam-alpha-f,Pyschic,,,,"5,120",Human-Like,,75.00%,25.00%,Synchronize,Inner Focus,Magic Guard,Magician,Corkscrew Crash,Steel,,,
No,No,6,"X, Y",,,Mega,Abra,10,,Mega Alakazam,Mega Alakazam,65,,,alakazam-mega,Alakazam,Yes,alakazam-mega,Pyschic,,,,"5,120",Human-Like,,75.00%,25.00%,Trace,,,Magma Armor,Cosmic Power,Pyschic,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Machop,0,,Machop,Machoc,66,,,machop,Machop,,machop,Fighting,,,,"5,120",Human-Like,,75.00%,25.00%,Guts,No Guard,Steadfast,Magnet Pull,Cotton Guard,Grass,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Machop,1,,Alpha Machop,Baron Machoc,66,,,machop,Machop,,machop-alpha,Fighting,,,,"5,120",Human-Like,,75.00%,25.00%,Guts,No Guard,Steadfast,Magnet Pull,Cotton Guard,Grass,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Machop,2,28,Machoke,Machopeur,67,,,machoke,Machoke,,machoke,Fighting,,,,"5,120",Human-Like,,75.00%,25.00%,Guts,No Guard,Steadfast,Marvel Scale,Cotton Spore,Grass,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Machop,3,28,Alpha Machoke,Baron Machopeur,67,,,machoke,Machoke,,machoke-alpha,Fighting,,,,"5,120",Human-Like,,75.00%,25.00%,Guts,No Guard,Steadfast,Marvel Scale,Cotton Spore,Grass,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Machop,4,Trade,Machamp,Mackogneur,68,,,machamp,Machamp,,machamp,Fighting,,,,"5,120",Human-Like,,75.00%,25.00%,Guts,No Guard,Steadfast,Mega Launcher,Counter,Fighting,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Machop,5,Trade,Alpha Machamp,Baron Mackogneur,68,,,machamp,Machamp,,machamp-alpha,Fighting,,,,"5,120",Human-Like,,75.00%,25.00%,Guts,No Guard,Steadfast,Mega Launcher,Counter,Fighting,,,
Yes,No,8,"Sword, Shield",,,Gigantamax,Machop,6,,Gigantamax Machamp,Gigamax Mackogneur,68,,,machamp-gmax,Machamp,,machamp-gmax,Fighting,,,,"5,120",Human-Like,,75.00%,25.00%,Guts,No Guard,Steadfast,Merciless,Court Change,Normal,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Bellsprout,0,,Bellsprout,Chétiflor,69,,,bellsprout,Bellsprout,,bellsprout,Grass,,Poison,,"5,120",Grass,,50.00%,50.00%,Chlorophyll,,Gluttony,Mimicry,Covet,Normal,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Bellsprout,1,21,Weepinbell,Boustiflor,70,,,weepinbell,Weepinbell,,weepinbell,Grass,,Poison,,"5,120",Grass,,50.00%,50.00%,Chlorophyll,,Gluttony,Minus,Crabhammer,Water,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Bellsprout,2,Leaf Stone,Victreebel,Empiflor,71,,,victreebel,Victreebel,,victreebel,Grass,,Poison,,"5,120",Grass,,50.00%,50.00%,Chlorophyll,,Gluttony,Mirror Armor,Crafty Shield,Fairy,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Tentacool,0,,Tentacool,Tentacool,72,,,tentacool,Tentacool,,tentacool,Water,,Poison,,"5,120",Water 3,,50.00%,50.00%,Clear Body,Liquid Ooze,Rain Dish,Misty Surge,Cross Chop,Fighting,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Tentacool,1,,Alpha Tentacool,Baron Tentacool,72,,,tentacool,Tentacool,,tentacool-alpha,Water,,Poison,,"5,120",Water 3,,50.00%,50.00%,Clear Body,Liquid Ooze,Rain Dish,Misty Surge,Cross Chop,Fighting,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Tentacool,2,30,Tentacruel,Tentacruel,73,,,tentacruel,Tentacruel,,tentacruel,Water,,Poison,,"5,120",Water 3,,50.00%,50.00%,Clear Body,Liquid Ooze,Rain Dish,Mold Breaker,Cross Poison,Poison,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Tentacool,3,30,Alpha Tentacruel,Baron Tentacruel,73,,,tentacruel,Tentacruel,,tentacruel-alpha,Water,,Poison,,"5,120",Water 3,,50.00%,50.00%,Clear Body,Liquid Ooze,Rain Dish,Mold Breaker,Cross Poison,Poison,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Geodude,0,,Geodude,Racaillou,74,,,geodude,Geodude,,geodude,Rock,,Ground,,"3,840",Mineral,,50.00%,50.00%,Rock Head,Sturdy,Sand Veil,Moody,Crunch,Dark,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Geodude,1,,Alpha Geodude,Baron Racaillou,74,,,geodude,Geodude,,geodude-alpha,Rock,,Ground,,"3,840",Mineral,,50.00%,50.00%,Rock Head,Sturdy,Sand Veil,Moody,Crunch,Dark,,,
Yes,Yes,7,"Sun, Moon",,Alolan,,Geodude,2,,Geodude-Alola,Racaillou d'Alola,74,,,geodude-alola,"Geodude
(Alolan)",,geodude-alola,Rock,,Electric,,"3,840",Mineral,,50.00%,50.00%,Magnet Pull,Sturdy,Galvanize,Motor Drive,Crush Claw,Normal,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Geodude,3,25,Graveler,Gravalanch,75,,,graveler,Graveler,,graveler,Rock,,Ground,,"3,840",Mineral,,50.00%,50.00%,Rock Head,Sturdy,Sand Veil,Moxie,Crush Grip,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Geodude,4,25,Alpha Graveler,Baron Gravalanch,75,,,graveler,Graveler,,graveler-alpha,Rock,,Ground,,"3,840",Mineral,,50.00%,50.00%,Rock Head,Sturdy,Sand Veil,Moxie,Crush Grip,Normal,,,
Yes,Yes,7,"Sun, Moon",,Alolan,,Geodude,5,25,Graveler-Alola,Gravalanch d'Alola,75,,,graveler-alola,"Graveler
(Alolan)",,graveler-alola,Rock,,Electric,,"3,840",Mineral,,50.00%,50.00%,Magnet Pull,Sturdy,Galvanize,Multiscale,Curse,Ghost,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Geodude,6,Trade,Golem,Grolem,76,,,golem,Golem,,golem,Rock,,Ground,,"3,840",Mineral,,50.00%,50.00%,Rock Head,Sturdy,Sand Veil,Multitype,Cut,Normal,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Geodude,7,Trade,Alpha Golem,Baron Grolem,76,,,golem,Golem,,golem-alpha,Rock,,Ground,,"3,840",Mineral,,50.00%,50.00%,Rock Head,Sturdy,Sand Veil,Multitype,Cut,Normal,,,
Yes,Yes,7,"Sun, Moon",,Alolan,,Geodude,8,Trade,Golem-Alola,Grolem d'Alola,76,,,golem-alola,"Golem
(Alolan)",,golem-alola,Rock,,Electric,,"3,840",Mineral,,50.00%,50.00%,Magnet Pull,Sturdy,Galvanize,Mummy,Dark Pulse,Dark,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Ponyta,0,,Ponyta,Ponyta,77,,,ponyta,Ponyta,,ponyta,Fire,,,,"5,120",Field,,50.00%,50.00%,Run Away,Flash Fire,Flame Body,Natural Cure,Dark Void,Dark,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Ponyta,1,,Alpha Ponyta,Baron Ponyta,77,,,ponyta,Ponyta,,ponyta-alpha,Fire,,,,"5,120",Field,,50.00%,50.00%,Run Away,Flash Fire,Flame Body,Natural Cure,Dark Void,Dark,,,
Yes,Yes,8,"Sword, Shield",,Galarian,,Ponyta,2,,Ponyta-Galar,Ponyta de Galar,77,,,ponyta-galar,"Ponyta
(Galarian)",,ponyta-galar,Pyschic,,,,"5,120",Field,,50.00%,50.00%,Run Away,Pastel Veil,Anticipation,Neuroforce,Darkest Lariat,Dark,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Ponyta,3,40,Rapidash,Galopa,78,,,rapidash,Rapidash,,rapidash,Fire,,,,"5,120",Field,,50.00%,50.00%,Run Away,Flash Fire,Flame Body,Neutralizing Gas,Dazzling Gleam,Fairy,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Ponyta,4,40,Alpha Rapidash,Baron Galopa,78,,,rapidash,Rapidash,,rapidash-alpha,Fire,,,,"5,120",Field,,50.00%,50.00%,Run Away,Flash Fire,Flame Body,Neutralizing Gas,Dazzling Gleam,Fairy,,,
Yes,Yes,8,"Sword, Shield",,Galarian,,Ponyta,5,40,Rapidash-Galar,Galopa de Galar,78,,,rapidash-galar,"Rapidash
(Galarian)",,rapidash-galar,Pyschic,,Fairy,,"5,120",Field,,50.00%,50.00%,Run Away,Pastel Veil,Anticipation,No Guard,Decorate,Fairy,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Slowpoke,0,,Slowpoke,Ramoloss,79,,,slowpoke,Slowpoke,,slowpoke,Water,,Pyschic,,"5,120",Monster,Water 1,50.00%,50.00%,Oblivious,Own Tempo,Regenerator,Normalize,Defend Order,Bug,,,
Yes,Yes,8,"Sword, Shield",,Galarian,,Slowpoke,1,,Slowpoke-Galar,Ramoloss de Galar,79,,,slowpoke-galar,"Slowpoke
(Galarian)",,slowpoke-galar,Pyschic,,,,"5,120",Monster,Water 1,50.00%,50.00%,Gluttony,Own Tempo,Regenerator,Oblivious,Defense Curl,Normal,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Slowpoke,2,37,Slowbro,Flagadoss,80,,,slowbro,Slowbro,,slowbro,Water,,Pyschic,,"5,120",Monster,Water 1,50.00%,50.00%,Oblivious,Own Tempo,Regenerator,Overcoat,Defog,Flying,,,
Yes,Yes,8,"Sword, Shield",,Galarian,,Slowpoke,3,,Slowbro-Galar,Flagadoss de Galar,80,,,slowbro-galar,"Slowbro
(Galarian)",,slowbro-galar,Pyschic,,,,"5,120",Monster,Water 1,50.00%,50.00%,Gluttony,Own Tempo,Regenerator,Oblivious,Defense Curl,Normal,,,
No,No,6,"X, Y",,,Mega,Slowpoke,4,,Mega Slowbro,Mega Flagadoss,80,,,slowbro-mega,Slowbro,Yes,slowbro-mega,Water,,Pyschic,,"5,120",Monster,Water 1,50.00%,50.00%,Shell Armor,,,Overgrow,Destiny Bond,Ghost,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Magnemite,0,,Magnemite,Magnéti,81,,,magnemite,Magnemite,,magnemite,Electric,,Steel,,"5,120",Mineral,,○,○,Magnet Pull,Sturdy,Analytic,Own Tempo,Detect,Fighting,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Magnemite,1,,Alpha Magnemite,Baron Magnéti,81,,,magnemite,Magnemite,,magnemite-alpha,Electric,,Steel,,"5,120",Mineral,,○,○,Magnet Pull,Sturdy,Analytic,Own Tempo,Detect,Fighting,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Magnemite,2,30,Magneton,Magnéton,82,,,magneton,Magneton,,magneton,Electric,,Steel,,"5,120",Mineral,,○,○,Magnet Pull,Sturdy,Analytic,Parental Bond,Devastating Drake,Dragon,,,
Yes,Yes,8,Pokémon Legends Arceus,,,Alpha,Magnemite,3,30,Alpha Magneton,Baron Magnéton,82,,,magneton,Magneton,,magneton-alpha,Electric,,Steel,,"5,120",Mineral,,○,○,Magnet Pull,Sturdy,Analytic,Parental Bond,Devastating Drake,Dragon,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Farfetch'd,0,,Farfetch'd,Canarticho,83,,,farfetchd,Farfetch'd,,farfetchd,Normal,,Flying,,"5,120",Flying,Field,50.00%,50.00%,Keen Eye,Inner Focus,Defiant,Pastel Veil,Diamond Storm,Rock,,,
Yes,Yes,8,"Sword, Shield",,Galarian,,Farfetch'd,1,,Farfetch'd-Galar,Canarticho de Galar,83,,,farfetchd-galar,"Farfetch'd
(Galarian)",,farfetchd-galar,Fighting,,,,"5,120",Flying,Field,50.00%,50.00%,Steadfast,,Scrappy,Perish Body,Dig,Ground,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Doduo,0,,Doduo,Doduo,84,,,doduo,Doduo,,doduo,Normal,,Flying,,"5,120",Flying,,50.00%,50.00%,Run Away,Early Bird,Tangled Feet,Pickpocket,Disable,Normal,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Doduo,1,,Doduo ♀,Doduo ♀,84,,,doduo,Doduo,,doduo-f,Normal,,Flying,,"5,120",Flying,,50.00%,50.00%,Run Away,Early Bird,Tangled Feet,Pickup,Disarming Voice,Fairy,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Doduo,2,31,Dodrio,Dodrio,85,,,dodrio,Dodrio,,dodrio,Normal,,Flying,,"5,120",Flying,,50.00%,50.00%,Run Away,Early Bird,Tangled Feet,Pixilate,Discharge,Electric,,,
Yes,Yes,4,"Diamond, Pearl, Platinium",Gender,,,Doduo,3,31,Dodrio ♀,Dodrio ♀,85,,,dodrio,Dodrio,,dodrio-f,Normal,,Flying,,"5,120",Flying,,50.00%,50.00%,Run Away,Early Bird,Tangled Feet,Plus,Dive,Water,,,
Yes,Yes,1,"Red, Green, Blue, Yellow",,,,Seel,0,,Seel,Otaria,86,,,seel,Seel,,seel,Water,,,,"5,120",Water 1,Field,50.00%,50.00%,Thick Fat,Hydration,Ice Body,Poison Heal,Dizzy Punch,Normal,,,
